USER_ID,COR_LAN,COR_LON,DATE,TIME,TWEET,Label
10400902,38.929,-77.117,8/25/2014,13:50:47,breaking cnnbrk an active shooter incident was reported monday morning at fort lee an army installation in va,0
335095911,39.124,-77.58,8/16/2014,4:55:24,lt i think my hand is fractured after todays incidents with my parents this way of stress relief is gonna cost me a fortune in med billuhs,0
205360834,38.666,-77.393,2/20/2014,18:17:18,dcpolicedept due to a recently reported incident this warning of a police impersonator phone scam   wusa9,0
443265149,39.116,-77.259,5/14/2014,4:09:03,abc7 bieber accused of robbery in monday night incident was not arrested lapd currently interviewing victim  the latest bullshit,0
550370553,38.556,-77.337,6/10/2014,0:54:06,is it just me or did the oreillyfactor just not cover the incident in las vegas at all,0
246931622,38.832,-77.09,10/15/2014,21:29:30,cathyaolson i love nph and if you tell me you have danced with him i die a little more than i did with the whole scott baio incident,0
54069025,38.669,-77.355,8/17/2014,22:10:14,theworldstories coincidental twin tragedy  is fake as shit lol,0
127628255,38.772,-77.082,11/25/2014,19:09:04,jesulli53 it was empaneled in may 3 months before the incident this entire process is so inconsistent with the majority of self defense,0
7294912,39.042,-77.114,7/11/2014,18:53:04,oh yeah  juapersan lentejitas be positive otro aeropuerto con 0 incidente 0 anulaci\xf3nretraso y 0 maleta perdida,0
97206725,38.834,-77.081,6/17/2014,3:28:56,alexandriavapd is the hanson lane at braddock incident resolved ,1
913435951,38.653,-77.265,7/2/2014,5:32:16,iampattygarcia hell nah 1st day i went go gabes house and the trampoline incident lmao,0
177626869,38.728,-77.213,6/24/2014,23:07:41,just saw suarezs ridiculous comments thats not a football incident its assault and you shouldnt see any pitch for a year,0
2851626845,38.826,-77.314,11/25/2014,4:11:31,if you think wilson was justified in this specific incident i really hope you dont think that for every case cause that would be ya,0
19623451,38.75,-77.243,4/2/2014,23:19:31,cnnbrk a shooter involved in the fort hood incident is dead according to multiple us officials  good,0
362256817,38.85,-77.281,5/3/2014,3:59:06,fighting postmyrtle depression and reminiscing about the ice cream incident of last year with alexandralong ,0
376814996,39.144,-77.203,7/5/2014,2:20:52,wtop md boy critically injured in sparkler incident  this why i dont fuck with fireworks b,0
12916102,38.795,-77.277,2/20/2014,2:11:19,ha see jgarrow  and i got instantly to post cardiac incident or diagnosis care sm4ph,0
2296542520,38.756,-77.56,4/16/2014,20:11:22,love is 4 letters long and so is food coincident i think not,0
528955464,38.724,-77.279,12/16/2014,3:00:42,talking about past incidents just repisses me off ,0
928701793,38.783,-77.165,5/27/2014,2:11:59,ldemarcofox5 good story on the movie theatre incidents are the outdoor movie events next,0
606715274,39.112,-77.243,10/14/2014,17:55:10,one thing i know is that qo boys are the biggest savages on the planet poopincident,0
331027889,38.688,-77.27,4/20/2014,2:59:38,the ebow incident  musicalequipmentfilms,0
378978592,38.935,-77.09,1/30/2014,4:32:56,police brutality upsets me so much i swear theres a rodney king type incident that happens everyday and nobody stands up to it,0
627550001,38.794,-77.139,8/14/2014,7:30:14,everything on my tl ties in part with this incident,0
597455870,39.197,-77.248,8/13/2014,3:59:05,incidentdecrush franchement jugez la  quand m\xeame hein,0
322243307,38.876,-77.073,4/21/2014,18:06:53,coincidentally approached a burial service in arlington much respect to our nations veterans and people in service rip ,0
1034907042,38.816,-77.302,2/12/2014,17:19:35,coincidentally rg3 has 24 more surgeries before hes cleared to play,0
69638316,38.784,-77.115,9/1/2014,5:49:06,iaamirkhan afaqsharif geo pe government ka kya fault hai aur lahore incident pe ss zimadar hai ns tau mulk mien he nahi tha,0
85464101,39.007,-77.086,12/6/2014,21:45:56,fascinating details on the earlier incident involving wahlberg school children and allegations of racial slurs ,0
507799148,38.882,-77.081,4/24/2014,19:40:39,cbssports yankees michael pineda suspended 10 games for pinetar incident  tealiawelker read this itll explain,0
20795979,38.946,-77.453,7/31/2014,12:37:57,pagerduty lands 272m in series b to simplify it incident management  ,0
1100020633,39.027,-77.398,3/28/2014,20:00:00,sydeierle hahah jk football incident,0
60913234,38.946,-77.453,10/30/2014,23:51:19,personajes incidentales en las historias de los viajes,0
1697190990,39.184,-77.193,10/24/2014,0:25:12,wow the incident with the stabbing ,0
1618385317,38.96,-77.424,8/18/2014,3:49:16,ladakn99 i feel that the protests are targeted towards police brutality as a whole this specific incident just acted like a catalyst,0
59165638,38.832,-77.423,6/5/2014,23:57:49,do you have a conspiracy theory about the dyatlov pass incident jpnmtn does,0
424667193,38.916,-77.219,8/17/2014,3:01:19,awkward seeing oomf tonight after that little incident back in february ,0
99144501,38.789,-77.187,12/11/2014,16:42:28,government job alert team lead  incident response  mantech  springfield va  veteranjob jobs,0
192736653,38.896,-77.07,3/10/2014,15:54:01,the flight mh370 incident is becoming more sinister two of the passengers on board actually flew with stolen passports,0
15983455,38.718,-77.091,4/27/2014,2:17:55,now evil guy has kidnapped entire schoolbus in echo of chowchilla incident in 70s harry saying i told you so,0
51147884,38.673,-77.349,8/25/2014,13:57:31,breaking shooting incident at fort lee va shooter on the loose,0
191124076,38.656,-77.257,8/27/2014,0:40:04,jenstacks amp when im not grinding i wish i had someone to call my own coincidentally my name is my own,0
733100474,38.816,-77.309,4/24/2014,10:47:24,but my question is how 2 chainz remembers that gilbert arenas incident,0
2568207739,39.19,-77.205,7/16/2014,5:30:37,princessalana but you could unfollow me if you dont like what you see ampamp why are you making such a small thing into a big incident,0
110249755,38.844,-77.306,3/13/2014,14:27:17,bus vs conecone loses but the incident scene was still safe whats your roadway safety sop keepfireinyourlife ,0
399488222,38.859,-77.389,3/10/2014,23:02:17,soccerbyives shea loan at barnsley cut short after fan incident  usmnt  another broken world incidentsad,0
373522445,38.843,-77.4,7/2/2014,1:23:52,additional recommendations focus on improvingclarifying what constitutes about collection and reporting incidental usp collection pclob,0
373522445,38.843,-77.4,11/15/2014,15:26:36,thomasdrake1 jesselynradack markszaidesq and neither of you do anything but cite isolated incidents of failure every 5 seconds,0
716172974,38.976,-77.446,10/9/2014,11:47:08,eb greenway traffic back up has reached mainline toll plaza no incidents to report heading inbound on dulles toll road,0
201398139,39.192,-77.279,11/12/2014,7:29:07,billsimmons iverson moss and kg all with racially charged incidents in high school hopefully we can get the kg story next randuniversity,0
205749114,38.943,-77.079,2/13/2014,5:48:10,ftatis23 incognito has been in the league longer and also has been at the center of controversy before this incident occurred,0
249759147,38.869,-77.232,6/13/2014,1:22:49,mlb keep promoting this selfish immature dude yet suspend first incident players practice what you preach youre setting bad examples,0
99144501,38.789,-77.187,12/17/2014,19:21:27,team lead  incident response  mantech springfield va  government veteranjob job jobs tweetmyjobs,0
106542280,38.961,-77.085,3/20/2014,11:43:05,it coincidently rained overnight and today is foggy as fuckk 1stspringday2014,0
40037095,39.054,-77.119,2/25/2014,2:30:40,and nowto the negative incident that took place at the end of the nightsoundchatradio,0
1262885677,38.709,-77.23,6/19/2014,4:12:26,charlie  newseum 66 cars parked smooth no issue no incident to report event concluded,0
564212174,39.026,-77.132,8/28/2014,19:00:34,freshman talking about the stabbing incident last year lol,0
251638338,38.707,-77.144,8/14/2014,13:30:30,ferguson didnt even have a murder the last 2 years until that police incident,0
99144501,38.789,-77.187,11/25/2014,17:14:36,team lead  incident response  mantech springfield va  government veteranjob job jobs tweetmyjobs,0
2447386466,38.702,-77.228,9/8/2014,19:09:19,memories of ray rice before the incident were the bomb 27,0
733100474,38.817,-77.303,2/7/2014,14:12:50,if there arent potato wedges at lunch today a fit will be thrown the likes of which havent been seen since the taco incident of 86,0
94941956,38.952,-77.349,5/27/2014,21:11:16,it was on purpose quali incident poor teamlh,0
49180424,38.439,-77.706,6/9/2014,1:40:49,rramirezryan i know but he didnt hit the ball it would be different if he hit the ball and then hit his hand due to incidental contact,0
494591136,38.895,-77.298,4/29/2014,0:35:37,my lt wasnt directed at one person there has been many butt incidents that have concerned me lately and btw that took me 2 minutes to edit,0
1908013748,39.008,-77.102,1/30/2014,2:28:24,rep grimm may be forgiven by the journalist but the image he left after the incident may stick with the voters for a long long time,0
580299242,38.735,-77.103,3/23/2014,21:15:51,footballvines ronaldo penalty incident outside the box  redskinsjeffrey,0
489475164,38.784,-77.635,12/22/2014,13:10:37,dajsamarasinghe joenbc morningjoe  thanks i was unaware that the first antipolice incident in american history was in 1973,0
218240672,38.858,-77.171,2/21/2014,18:15:51,this is our beloved sudancradle of an incident history and the religiouscultural diversitysudan southsudan ,0
1380172075,39.041,-77.5,7/1/2014,22:04:11,if we loose the wondo incident will haunt us forever,0
730869829,38.643,-77.295,3/8/2014,18:57:00,rip javierisfake today because of that incident ripjavier,0
1516027542,38.689,-77.132,4/2/2014,22:55:18,cnnbrk everyone urged to shelter in place amid activeshooter incident fort hoods twitter feed said  again,0
2229848017,38.842,-77.169,4/2/2014,23:57:36,unconfirmed cnn report from ft hood that incident was soldier on soldier theyre giving a name also unconfirmed,0
373522445,38.843,-77.4,6/1/2014,12:39:22,emptywheel jesselynradack im not but this program per the article requires a warrant for usp data incidental collection sub to min,0
426196305,38.847,-77.129,9/9/2014,14:49:18,dhlong8685 ripdmb there is reference of a 2008 incident checking validity on orange county court records seeing if anything shows,0
273036079,38.829,-77.306,11/13/2014,18:29:53,seeing marclacognata around campus brightens my day  coincidentally hes also my fashion muse,0
2288323617,38.74,-77.228,12/31/2014,3:59:00,tryan well the main points are 1 the school was closed before the incident 2 the crime scene doesnt make sense,0
306547725,39.042,-77.501,7/26/2014,1:48:48,foxhound224 thatguytrevor98 coincidentally im watching a movie about two old dudes who are immature as hell lol,0
489475164,38.9,-77.19,7/17/2014,17:58:25,michelelassauxh msnbc cnn  i agree and not saying its ok but inevitably discussion turns to war crime or crime or unfortunate incident,0
37536652,38.864,-77.362,7/9/2014,23:44:46,virginia police want to incidentally create child pornography to charge a juvenile with creating child pornographic material tf,0
1859697751,38.889,-77.102,11/24/2014,18:57:35,this incident made me upset  ,0
373522445,38.846,-77.375,7/7/2014,19:40:53,shepnewsteam happy to explain details of incidental collection to you at your convenience nsa,0
572947411,38.77,-77.189,11/25/2014,3:53:58,people have always been shot at by the police thoughwhy did we wait until this recent mike brown incident to make a big deal out of it,0
394681583,38.881,-77.257,8/2/2014,3:01:29,just saw the george incident  that shit is heavy  hope for a speedy recovery  i might not care about the nba but never want to see that,0
27875845,38.853,-77.337,7/18/2014,1:37:53,i wish they would have explained the pineapple incident on himym,0
401735287,38.833,-77.111,8/14/2014,0:41:53,i noticed now after the incident in missouri social media like facebook is posting good cops videos,0
335364170,39.137,-77.403,3/12/2014,17:47:57,coincidentally sushi en and chicken out are right next to each other weird,0
607543503,38.473,-77.46,9/8/2014,17:10:53,rvcappy charlesbelk dariusgoins when arrests or abuse is race or committed by specific cops require incident reportedampofficer culpable,0
117341432,38.94,-77.389,9/29/2014,12:32:43,if mediacrooks can distort a day old incident to make it opposite of reality imagine what they did for years ,0
2170864430,39.162,-77.074,8/24/2014,17:09:14,tommy still thinks we should move past the kip incident neveraskingforaboysnumberagain scarredforlife ,0
19545932,38.898,-77.109,5/16/2014,4:05:46,eileen murphy clarifies incident that was a contributing factor was abramson labeling yogurt in office fridge with dont pinch pinch,0
239050635,38.874,-77.148,10/13/2014,21:53:50,mamajo76 stilettoroyalty incidentally if anyone knowshears what that was on his shirt please tell me driving me crazy  lol,0
1491109446,39.006,-77.416,9/6/2014,4:34:17,i always thought this shit was too coincidental  ,0
211779539,38.868,-77.285,4/4/2014,9:47:53,fell asleep without realising so i didnt have a alarm for fajr but coincidently woke up just as fajr was happening goodfeeling teamfajr,0
613593147,38.84,-77.084,12/30/2014,15:44:26,granthpaulsen his lack of reaction at the time of the incident tells me everything,0
489475164,38.785,-77.634,7/17/2014,17:28:22,if initial rpts on mh17 prove true then analogous to us mistakenly hitting civilian targets  unfortunate incident of war msnbc cnn,0
6706482,39.06,-77.471,6/22/2014,2:09:44,if i didnt get out i was gonna take drastic measures still recoopin from knee incident ,0
48788595,38.869,-77.083,12/26/2014,5:02:28,the funniest thing about theinterview it says similarities are entirely coincidental disclaimers kimjongun ,0
177410033,38.918,-77.219,6/27/2014,2:50:24,wasnt easy but i made it to tysons corner w no incident now padding an hour amp a half,0
273093657,38.8,-77.134,12/24/2014,6:13:53,wild road rage incident caught on video results in assault with a deadly weapon charge  theblaze jonstreet,0
432210393,38.672,-77.329,8/10/2014,15:27:09,going to add ashleys incident to her that ugly nigga lookin rat handboxes she fucked with the wrong family,0
47797011,39.149,-77.273,8/10/2014,4:53:29,the lead just came back by on espn sportscenter still no mention of tonystewart incident wonder if they will even mention it tomorrow,0
370962613,38.721,-77.12,5/27/2014,0:18:27,mermaidmidget you know what this reminds me of an incident ingame of thrones,0
298228534,38.844,-77.305,6/23/2014,16:20:00,pgfdpio pgd9politico this is an outside dumpster fire incident at peppercorn place  no further information,0
1525464828,39.173,-77.258,11/22/2014,11:48:53,damn i had a incident smh,0
527717751,38.825,-77.436,12/31/2014,7:03:29,incidents why am i laughing so hard  ,0
41406408,38.864,-77.099,6/25/2014,0:50:34,interesting but probably not surprising that the uruguay biting incident is not mentioned in fifas news account of that worldcup game,0
174390544,38.792,-77.526,6/13/2014,0:05:54,levineps it was an unfortunate incident allaround my concern is that theres some issue in mannys life that boiled over,0
99144501,38.789,-77.187,11/19/2014,17:19:06,government job alert team lead  incident response  mantech  springfield va  veteranjob jobs,0
458438059,38.619,-77.293,9/2/2014,15:08:44,vicktur ohivic in case anyone needed a refresher the couch incident was not highly scandalous it mostly involved a boy touching my leg,0
197076258,38.882,-77.111,7/1/2014,21:20:20,dear canvassers no means no incidentally headphones also means no,0
633367070,38.948,-77.073,4/8/2014,0:42:46,thedbk umpd investigating the possibility that ernest marfo was involved in other umd bathroom voyeur incidents oh waterbug,0
47797011,39.15,-77.273,8/10/2014,5:19:26,wonder if the tonystewart incident means well get more or less danica coverage on espn tomorrow nascar,0
807745412,38.726,-77.231,8/2/2014,2:42:12,it look like that kevin ware incident again,0
267431213,38.993,-77.365,5/16/2014,2:44:09,the jay z and solange incident was funny at first with all the memes  but now its annoying give them their privacy,0
607543503,38.473,-77.46,8/15/2014,22:07:33,i initially thought the 711 incident was unrelated but it shows an aggressive brown with no fear a normal youth does not act like that,0
477962837,38.807,-77.495,12/17/2014,22:26:02,these teachers here are talking about an incident with special brownies lmao,0
25898048,38.776,-77.135,6/14/2014,4:49:34,galtsgirl coincidentally my indictment wish list reads a lot like the congressional roll call,0
35002029,38.886,-77.094,2/14/2014,16:03:29,7boomeresiason oh also playing peacemaker during an altercation but yea you having an uninformed opinion after 1 incident makes sense,0
366602176,38.886,-77.17,12/23/2014,3:32:28,wtfiii also the story doesnt match the headline the story says he was golfing at the time of the incident and was briefed then ufpnews,0
241731487,39.177,-77.241,3/24/2014,17:02:50, rt uberfacts oral sex has caused pregnancy in at least two bizarre incidents,0
1105325558,38.791,-77.261,2/16/2014,3:07:29,and just coincidentally mean by taylor swift comes on pandora this my song tho,0
1329748687,39.057,-77.113,4/16/2014,1:21:03,paradeinpink incidentally what is this weather,0
262473595,38.918,-77.215,3/5/2014,4:21:42,i cant believe i had to file an incident report on a kid that scraped his foot like wut and why,0
17039034,39.111,-77.178,11/19/2014,22:50:14,wojyahoonba after domestic violence incident the nba has suspended charlottes jeff taylor for 24 games league says these peeps smdh,0
2234788386,39.128,-77.718,8/11/2014,20:06:36,im so ashamed by this tea emoji incident dont think i can ever face sjmidolo after this,0
799166934,38.664,-77.436,5/7/2014,23:39:07,2 incidents in 4 days oh bryant ,0
266289529,38.839,-77.194,6/5/2014,2:44:37,all these racist videos and incidents that have been surfacing lately are disgusting,0
1262885677,38.708,-77.231,6/15/2014,4:23:47,charlene  anderson house event completed no incident to report,0
19545932,38.898,-77.11,4/13/2014,2:43:22,sandrahelena39 conor64  it draws a conclusion abt a country from a single incident bigotry albeit not ag a religion,0
349317383,38.927,-77.386,12/21/2014,4:17:30,brookeelaine isolated incident from anything related to the protesting for equality in the police state and he was a coward who killed,0
730869829,38.636,-77.306,4/27/2014,1:30:52,im never going to clippers game because of that incident,0
237134217,38.844,-77.285,5/28/2014,21:44:09,the former does not fully account for incidents that go intent gt weapon selection gt  homicide,0
16062573,38.926,-77.073,2/12/2014,14:36:29,taylorandbesty helloiambesty  did you speak to or get a apology for the cell phone throwing incident,0
232215100,39.045,-77.135,2/1/2014,22:56:57,some incidents make you realize how lucky you are to be alive,0
1938746881,38.93,-77.133,2/6/2014,14:11:00,tbt to the butt slasher incident ,0
1431412406,38.989,-77.077,3/12/2014,13:56:53,they promise photos and videos as well as a review of the shooters activities in the months prior to the incident,0
389825664,38.601,-77.161,6/4/2014,6:55:13,kenbrew incidents like this turn dudes into the niggas women complain about ,0
273576271,38.94,-77.08,8/14/2014,0:08:29,initial incident report on shooting of dc police officer does not mention  carjacking attempt first described by officials nbcwashington,0
256502993,38.868,-77.198,3/20/2014,20:25:09,chaytimmons cuz of my incident few days ago,0
1584196182,39.087,-77.18,5/12/2014,19:41:04,what is character but the determination of incident what is incident but the illustration of character henryjames,0
598275410,39.063,-77.094,11/22/2014,3:35:40,interesting documentary on liberty incident in 1967 some alleged that israel attacked a us ship,0
733814502,38.748,-77.681,8/26/2014,17:52:55,prayers we have an active shooter incident near our home kids home jeremynalewak thekingdude taylore223 patriothistory paulcoggin,0
68658036,39.198,-77.241,5/15/2014,3:07:07,they crowned jay z on a cartoon version of the solange elevator incident they made him say i got 99 problems but a bitch aint one hit me,0
1584196182,39.089,-77.176,5/12/2014,19:39:35,what is character but the determination of in incident what is incident but the illustration of character henryjames,0
489475164,38.784,-77.636,12/3/2014,20:19:31,label warning cigarscigarettes may lead to premature death needs revision after ferguson and nyc killings following tobacco incidents,0
349956062,38.618,-77.385,12/26/2014,21:38:42,darrenarsenal1 youaremyarsenal no defense but better refereeing could have prevented the incident,0
32213733,38.761,-77.585,12/31/2014,15:15:45,04francene toyota imagine employees carrying out toyota rapid response to coverup unintended acceleration incidents unconscionable,0
15505576,38.925,-77.229,10/14/2014,14:31:59,dpshow darrenrovell fsu already removed fisher from the process for student union incident suspension came from ad and interim president,0
309361561,38.638,-77.276,11/25/2014,5:57:10,nick is making fun of me cause of my mac and cheese incident ,0
535744604,38.832,-77.305,5/9/2014,3:40:29,2 think 1 incident made us become bffsidk what ill do wo you im gonna miss u so much ily sismiss ya already xoxo ,0
38435138,38.576,-77.336,4/17/2014,2:08:43,sheersweetness brejal ive an early shift tomor and off on fridaycoincidentallyphew good call on your partcongrads,0
239044425,39.111,-77.16,4/16/2014,16:46:05,teasippnblogger probably idk cause they had two incidents after all that i bet people didnt want to go there,0
99332264,38.886,-77.164,12/28/2014,9:49:13,missing airasia flight is third airplane incident with ties to malaysia   ,0
832079995,38.855,-77.116,6/26/2014,14:25:11,xatela1 exactly after that ivanovic incident i thought he changed but no he had to bite chiellini,0
46185934,39.116,-77.172,6/19/2014,23:12:02,pretty sure roger said all whites because of the orange incident last year p,0
341833084,38.823,-77.167,6/24/2014,18:23:11,suarez is going to be eaten alive by fifa when they review this incident he has bitten off more than he can chew,0
295325308,38.853,-77.129,7/4/2014,18:51:07,flagship rockville kevinlewisabc7 man arrested for allegedly upskirting potomac woman at rockville car wash incident caught on camera,0
148188476,38.948,-77.398,2/14/2014,17:07:07,yes i am talking about pepper spray incident in indian parliament,0
489475164,38.784,-77.636,6/10/2014,11:04:58,5 us troops killed in possible friendlyfire incident  devastating for victim families amp crew that struck comrades,0
590321131,39.022,-77.646,7/18/2014,23:48:43,why does crazy incidents always happen to me,0
66296772,38.975,-77.525,4/16/2014,23:34:00,g1ferret75 g1ttudrummer i guess you missed the little incident that happened not to long ago,0
773918994,39.028,-77.165,8/11/2014,14:52:13,dylantlr yes it will fade but the incident will also have long term implications,0
335321570,38.88,-77.089,10/26/2014,2:16:47,spacekatgal i just wish the press would report ethically on this incident,0
430123884,38.771,-77.18,12/5/2014,19:25:43,fun fact the officer involved in the garner incident was the subject of two civil rights cases in 2013 brown case fine this ridiculous,0
174390544,39.062,-77.121,6/25/2014,21:11:24,carlos gomez involved in another benchclearing incident  this time with washington clearly its the rest of the league and not him,0
2259701474,38.941,-77.397,4/27/2014,23:26:21,jgudo i just coincidentally checked twitter ,0
1705120369,38.895,-77.392,3/18/2014,14:50:47,wtoptraffic dc  ne  ny ave at bladensburg rd left lane blocked in both directions by 2 separate incidents thankgodforearlyretirement,1
158449578,38.775,-77.457,7/17/2014,22:14:02,seriously how do you or your agents shoot down civilian aircraft in 3 different incidents and get away with it,0
262519320,38.999,-77.093,4/25/2014,1:40:21,barbb2013 mamelby i am a soldier my idea of ptsd in civilians is colored after this incident she is a result of failing adult mindset,0
607543503,38.473,-77.461,10/14/2014,0:42:40,nancygracehln nancy we need you to keep this story in the average moms homethe govt will try amp sweep away incident so please advocate4him,0
218240672,38.739,-77.207,11/26/2014,19:36:44,it is the worst hamada incident more than 26 citizens killed and injured darfur ,0
348547772,39,-77.402,3/27/2014,0:43:02,its sickening how peoples first reactions to an incident is to pull out their phones for worldstar,0
390223259,38.818,-77.09,4/11/2014,23:30:52,incidentally the cherry blossoms around the tidal basin are beautiful,0
278179769,38.663,-77.32,6/16/2014,16:41:19,copamundiai heres the incident that led to pepes red card  lmfaooo ,0
390223259,38.811,-77.084,10/23/2014,16:13:54,jimmylevendia i actually thought the switchel sounded intriguing i dont think its alcoholic incidentally,0
336694307,39.06,-77.07,8/27/2014,4:41:14,things changed since that first incident,0
99144501,38.789,-77.187,11/13/2014,15:56:19,government job in springfield va team lead  incident response at mantech  veteranjob jobs,0
312936666,38.864,-77.078,7/20/2014,12:22:25,en ese incidente de masa si hubiese sido checo lo sancionan formula1,0
97206725,38.834,-77.081,6/17/2014,4:13:39,alexandriavapd during suspicious pkg  investig 400  hanson ln body locatedsuicide incidents related sadness desperation of people,0
572947411,38.77,-77.189,12/5/2014,2:51:33,man aint shit about to happen even if the police do start wearing cameras on their shirts just consider this recent garner nypd incident,0
218240672,38.828,-77.108,12/6/2014,1:39:07,the last incidents showed how weak is our nation ericgarner garner usa stopracism,0
1062830132,39.169,-77.068,8/26/2014,2:45:10,i would have math and lit the same day on the first day of school when the packet and summer reading are both coincidentally due,0
12916102,38.777,-77.174,3/22/2014,18:43:39,anneclairecnn cnn  incident at dulles town center mall in loudoun co rt nfkresshappening at dulles right now ,0
65473895,38.674,-77.273,4/2/2014,0:07:40,so my bald head had been bleeding for a while im guessing i hit my head and forgot about the whole incident soundsright,0
15642199,38.978,-77.427,3/13/2014,11:11:51,listening to bad radios interview w ralphstrangis from earlier this wk about pevs incident dan has officially outstayed his welcome,0
570859259,38.619,-77.391,8/14/2014,23:54:35,msamberpriley good things happens when theres respect and no holier than thou attitudethe test is what happens when this incident ends,0
14824337,38.978,-77.117,6/25/2014,1:34:08,california mayor resigns after dog feces incident ,0
273036079,38.832,-77.304,12/2/2014,7:24:32,marc amp i went to our colleges bookstore to find curious incident bc alexandersharp inspired us and we want to start a book club with it,0
82692199,39,-77.202,3/8/2014,21:28:34,sethmacfarlane  incidentally will do voice work for token dollar payment to keep the union happy ,0
45134467,38.99,-77.092,3/13/2014,1:57:08,bestfriend germanshepherd guardian concussion concussionprobs protecting me amp  my side since the incident ,0
1262885677,38.708,-77.23,6/25/2014,2:07:09,charlie   reynolds center events completed no issue no incident to report,0
1262885677,38.708,-77.231,6/14/2014,16:10:36,maggianos parked 20 cars event completed no incident to report,0
74939904,38.436,-77.425,5/31/2014,2:36:45,i think the uhaulcares social media training manual will forever reference the sterlingsgold incident,0
291416895,38.64,-77.325,8/7/2014,23:10:07,the day chris benoit had that murder suicide incident was the saddest day of my lifeee,0
24976387,39.063,-77.159,7/17/2014,18:53:04,snarkytoo vladimirputin is a lying self serving murderer he sanctioned this incident by providing weaponry,0
535707997,38.961,-77.41,7/18/2014,23:57:37,the supposed night of the bruise incident  ,0
221558822,39.14,-77.2,9/8/2014,21:45:14,gt rt ravens janay rice says she deeply regrets the role that she played the night of the incident,0
226178462,39.121,-77.178,10/16/2014,17:03:21,after the whole superbug incident at nih  this nurse with ebola sketches me out,0
2182775631,39.005,-77.503,2/1/2014,0:49:54,ashtonncorbett mmhines218 ryanrut17 i was laughing at baddies incident,0
489475164,38.784,-77.636,6/9/2014,11:54:58,newsagg not really just an observation that when theres an incident wmuslim suspect theres an expectation muslim groups must denounce,0
1411875378,38.875,-77.103,12/13/2014,23:34:12,always disliked gary neville long before this incident whenever he happened to be the commentator for any game i turned down the volume,0
2300373407,38.984,-77.483,4/11/2014,22:43:52,shall i post it as well so that some who dont follow me on twitter can discuss its coincidental relevancy,0
332120335,38.662,-77.256,7/25/2014,3:57:30,also just passed a car with thot coincidentally in the license plate turn up virginia,0
2335763307,38.742,-77.091,5/2/2014,3:17:22,trawwxo onedimpledshawd  lls its and example of a previous incident ,0
570859259,38.619,-77.391,4/28/2014,1:21:53,dwstweets unfortunately the gop will play this and other incidents as liberal antagonism,0
27875845,38.853,-77.337,2/24/2014,0:54:26,if they make a movie about the tonyanancy incident they should totally get amy adams to play tonya  nancyandtonya oscars2014,0
32935995,38.817,-77.126,3/28/2014,22:13:31,broadstphanatic phifan95 what incident are you referring to making a rap video hanging out in a clubstripclub,0
20942191,39.067,-77.095,5/30/2014,14:09:46,cant someone just call for me  im soo scared of talking to teachers ever since mcdaniels incident,0
1277715744,38.666,-77.294,9/3/2014,20:52:25,hamidmirgeo btw what happened to ur fir did u mentioned the names of thos namloom afraad in tht incident yet,0
